alias,office_code,office_name,confidence,support,total,all_votes,example_registration_id
青铜峡市东润食府,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025041700000039
青铜峡市东港华庭小区内,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024092900000059
青铜峡市东港华庭超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024092900000059
青铜峡市东环路与南环路交汇处,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024102800000143
青铜峡市东红城信皮鞋店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024091700000027
青铜峡市东霞副食商店,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002024073000000045
青铜峡市两馆一中心院内,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025101700000053
青铜峡市中亚通讯部,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024092300000044
青铜峡市中医院内,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025081300000021
青铜峡市中医院内发生时间：8月13日,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025081300000021
青铜峡市中医院旁边,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025010600000125
青铜峡市中医院西门,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024092300000050
青铜峡市中医院西门餐厅,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024092300000050
青铜峡市中国邮政对面,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025091100000015
青铜峡市中心路天宇批发部,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025060800000014
青铜峡市中石化南庄加油站,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025040200000009
青铜峡市中青加气站,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025042900000001
青铜峡市丹麓酒庄叶北公路向东,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",51640300002025050100000032
青铜峡市丽娜秘制麻辣烫店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025011251626427
青铜峡市丽红秘汁麻辣烫店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024092300000007
青铜峡市久鸿商行,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024072891198834
青铜峡市乐源综合商店,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",1640381002024111888251747
青铜峡市乔丹专卖店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025091900000028
青铜峡市买二餐厅,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025111669662577
青铜峡市二当家砂锅串串店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024080800000011
青铜峡市云天华府小区20号楼3号营业房,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025102423887696
青铜峡市五星钻豹电动车经销部,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024080500000012
青铜峡市五金公司家属院,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002024032030946265
青铜峡市亲民路,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025022400000040
青铜峡市亲民路49号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024092300000007
青铜峡市亲民路与康乐街交叉口东北120米韵欣苑水果超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025053095975397
青铜峡市亲民路金岸一品北侧约80米,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024091900000031
青铜峡市亲民路韵欣苑,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025111800000013
青铜峡市亲民路韵欣苑发生时间：11月17日下午2点30分消费,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025111800000013
青铜峡市人民医院,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025010600000032
青铜峡市人民医院一楼超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025010600000032
青铜峡市人民医院内,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025010600000032
青铜峡市人民医院对面,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025100300000018
青铜峡市人民医院西侧巷道内,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025121600000016
青铜峡市人民医院西门,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025082900000003
青铜峡市人民医院西门发生时间：8月28日消费金额：10元,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025082900000003
青铜峡市亿家香麻辣烫店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024083000000048
青铜峡市仔猪交易市场,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024120200000025
青铜峡市仔猪市场81号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025010600000093
青铜峡市任桥村信号灯附近,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002025032700000059
青铜峡市任桥阳光蔬社店铺,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002025122700000022
青铜峡市伊哈丫三椒炒鸡,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002024080500000021
青铜峡市伊禾纯汤牛肉面,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025051300000019
青铜峡市伊西农牧家庭农场,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025031945658456
青铜峡市体育场内美食街,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025080300000025
青铜峡市佰味签火锅店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024090410637832
青铜峡市佳乐佳超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024083018807261
青铜峡市佳旺家私城,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024123000000019
青铜峡市佳辉超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024121336432426
青铜峡市供销销农资经销部,QTX_DABA,大坝市场监管所,1.0,1,1,"{""大坝市场监管所"": 1}",51640300002025101800000019
青铜峡市依人依典富高鞋店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024081600000075
青铜峡市侠辉商店,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",1640381002024100159614705
青铜峡市光明小区,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025020500000133
青铜峡市光明小区北门口,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025100100000054
青铜峡市光明小区西侧,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025010700000048
青铜峡市全年福制绳有限公司,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024080800000034
青铜峡市六中对面,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025072800000031
青铜峡市六中店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025071400000005
青铜峡市六中店发生时间：7月13日消费金额：15元,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025071400000005
青铜峡市六六女装店（个体工商户）,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025112778619222
青铜峡市六彩视界眼镜店（个体工商户）,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025062642292795
青铜峡市兰馨苑C区西门,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024102100000019
青铜峡市兰馨苑小广场,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025080600000034
青铜峡市兰馨苑小广场发生时间：8月6日,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025080600000034
青铜峡市关家园,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024082300000007
青铜峡市关家园东区北门,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024102800000116
青铜峡市关家园东区西门,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025062700000018
青铜峡市关家园东区西门北侧,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025062700000021
青铜峡市关家园东区西门发生时间：6月27日,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025062700000018
青铜峡市兴业文化用品经销部,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",1640381002025080293591941
青铜峡市兴盛东街商品房59号,QTX_YESHENG,叶盛市场监管所,1.0,1,1,"{""叶盛市场监管所"": 1}",1640381002024121443087551
青铜峡市兴隆超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025102483322118
青铜峡市兵子电动车维修部,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024102800000037
青铜峡市凯欣超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024080900000001
青铜峡市凯盛五金日杂经销部,QTX_HEDONG,河东市场监管所,1.0,1,1,"{""河东市场监管所"": 1}",51640300002024081900000062
青铜峡市刘胖子便利店,QTX_QUJING,瞿靖市场监管所,1.0,1,1,"{""瞿靖市场监管所"": 1}",1640381002025080841335881
青铜峡市利民东街星河传说住宅小区（二期）,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024090800000024
青铜峡市利民街,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025050100000043
青铜峡市利民街“橙子酒店”,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025050100000043
青铜峡市利民街海波拉面,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025060100000008
青铜峡市利民西街100号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024072900000033
青铜峡市利民西街21#,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024083000000032
青铜峡市利民西街53#,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025051653520089
青铜峡市利民西街62号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024102100000002
青铜峡市利民西街68＃,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024072900000043
青铜峡市利民西街78、80号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024123083263292
青铜峡市利民西街85#商贸房,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025032250347572
青铜峡市利民西街天景美邸26号商贸房,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024121354818982
青铜峡市北环路仔特色早茶牛肉面,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025053100000003
青铜峡市北环路北侧93号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025072800000040
青铜峡市北环路北侧93号发生时间：2025年27日消费金额,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025072800000040
青铜峡市北环路西59,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024102263312842
青铜峡市千佳商店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024071500000090
青铜峡市千家服饰店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024073100000042
青铜峡市千浪音乐酒吧,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025033100000013
青铜峡市升华旅馆,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025100100000035
青铜峡市华宝火爆鱿鱼吧,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024123083263292
青铜峡市华府盛世区北门,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025110100000009
青铜峡市华府盛世区北门发生时间：11月1日10：27分消费金,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025110100000009
青铜峡市华府超市,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025102423887696
青铜峡市华府超市(云天华府店)青铜峡市云天华府,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025102423887696
青铜峡市华福御景北门,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024120200000080
青铜峡市华福御景北门向东30米左右,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024120200000080
青铜峡市华福御景南门,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025061500000031
青铜峡市华福御景总店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025052200000042
青铜峡市华福盛世第22幢1单元1层120号房,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024080900000001
青铜峡市华莱士炸鸡汉堡店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024072900000043
青铜峡市卓翼通讯部,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024081300000024
青铜峡市南环市场院内西厅,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024071500000055
青铜峡市原生味饼店,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002024102800000116
青铜峡市双华商行,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002024101033513898
青铜峡市双悦超市龙海店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025051653520089
青铜峡市发生时间：11月1日消费金额：携程旅行APP订购12,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025110200000006
青铜峡市发生时间：12月9日消费金额：400元,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025120900000055
青铜峡市发生时间：2025年9月26日下午6点30分消费金额,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025092700000021
青铜峡市发生时间：8月29日消费金额：30元/人（4人共花,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025083000000009
青铜峡市发生时间：8月9日消费金额：30元,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025080900000027
青铜峡市发生时间：9月25日下午5点多消费金额：37元,QTX_HEXI,河西市场监管所,1.0,1,1,"{""河西市场监管所"": 1}",51640300002025092700000009
青铜峡市古峡东街121号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024121900000013
青铜峡市古峡东街137号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024091000000002
青铜峡市古峡东街发生时间：7月22日消费金额：600元,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025072300000014
青铜峡市古峡东街发生时间：8月3日消费金额：4299元,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025080500000039
青铜峡市古峡东街发生时间：8月6日消费金额：5元,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025080600000027
青铜峡市古峡东街尚客优酒店,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002025032600000027
青铜峡市古峡东街新百超市一楼,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024122400000021
青铜峡市古峡商业中心1幢257-1号,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",51640300002024090800000012
青铜峡市古峡商业中心1幢5#,QTX_XIAOBA,小坝市场监管所,1.0,1,1,"{""小坝市场监管所"": 1}",1640381002025102190960027
青铜峡市古峡广场,QTX_YUMIN,裕民市场监管所,1.0,1,1,"{""裕民市场监管所"": 1}",51640300002025111000000017
